ingredient_combo,recipe_count,avg_rating,median_rating,avg_rating_count,lower_rated_count,lower_rated_share,overall_avg_rating,overall_lower_rated_share,rating_difference_from_overall,lower_rated_share_difference_from_overall
egg + milk + unsweetened cocoa powder,16,4.225,4.2,461.56,11,0.6875,4.5442,0.1821,-0.3192,0.5054
all-purpose flour + salt + skim milk,12,4.15,4.1,152.17,7,0.5833,4.5442,0.1821,-0.3942,0.4012
onion + salt and pepper + stalks celery,11,4.3818,4.3,167.64,6,0.5455,4.5442,0.1821,-0.1624,0.3634
olive oil + tomato + water,13,4.3462,4.3,260.62,7,0.5385,4.5442,0.1821,-0.198,0.3564
garlic + tomato + water,17,4.3294,4.3,113.06,9,0.5294,4.5442,0.1821,-0.2148,0.3473
carrot + egg + onion,10,4.28,4.25,86.5,5,0.5,4.5442,0.1821,-0.2642,0.3179
applesauce + cinnamon + vanilla extract,12,4.2917,4.35,59.17,6,0.5,4.5442,0.1821,-0.2525,0.3179
ginger + nutmeg + water,10,4.32,4.35,1120.2,5,0.5,4.5442,0.1821,-0.2242,0.3179
baking powder + cream cheese + salt,10,4.34,4.35,840.5,5,0.5,4.5442,0.1821,-0.2042,0.3179
baking powder + cream cheese + vanilla extract,10,4.34,4.35,863.5,5,0.5,4.5442,0.1821,-0.2042,0.3179
all-purpose flour + egg white + water,10,4.35,4.45,426.2,5,0.5,4.5442,0.1821,-0.1942,0.3179
butter + milk + raisin,10,4.35,4.45,126.5,5,0.5,4.5442,0.1821,-0.1942,0.3179
all-purpose flour + salt and pepper + water,16,4.3688,4.35,272.88,8,0.5,4.5442,0.1821,-0.1754,0.3179
black pepper + butter + white sugar,10,4.37,4.35,243.7,5,0.5,4.5442,0.1821,-0.1742,0.3179
boiling water + salt + vegetable oil,10,4.37,4.35,902.6,5,0.5,4.5442,0.1821,-0.1742,0.3179
butter + salt + vegetable oil for frying,10,4.37,4.35,186.8,5,0.5,4.5442,0.1821,-0.1742,0.3179
egg + packed brown sugar + unsalted butter,12,4.375,4.4,1227.75,6,0.5,4.5442,0.1821,-0.1692,0.3179
brown sugar + dry mustard + salt,10,4.38,4.4,422.6,5,0.5,4.5442,0.1821,-0.1642,0.3179
confectioners' sugar + egg + unsweetened cocoa powder,10,4.38,4.4,1589.5,5,0.5,4.5442,0.1821,-0.1642,0.3179
14 ounce can sweetened condensed milk + egg + vanilla extract,10,4.39,4.35,281.8,5,0.5,4.5442,0.1821,-0.1542,0.3179
baking powder + lemon juice + milk,10,4.39,4.5,113.6,5,0.5,4.5442,0.1821,-0.1542,0.3179
pecan + salt + semisweet chocolate chip,12,4.3917,4.35,197.17,6,0.5,4.5442,0.1821,-0.1525,0.3179
lemon extract + salt + vanilla extract,10,4.4,4.45,146.3,5,0.5,4.5442,0.1821,-0.1442,0.3179
garlic + ginger root + turmeric,10,4.41,4.4,301.0,5,0.5,4.5442,0.1821,-0.1342,0.3179
baking powder + salt + vegetable oil for frying,14,4.4143,4.35,135.57,7,0.5,4.5442,0.1821,-0.1299,0.3179
clove + confectioners' sugar + ginger,10,4.43,4.35,157.5,5,0.5,4.5442,0.1821,-0.1142,0.3179
butter + egg + unsweetened cocoa powder,27,4.3407,4.4,890.63,13,0.4815,4.5442,0.1821,-0.2035,0.2994
baking powder + milk + unsweetened cocoa powder,19,4.3684,4.4,626.37,9,0.4737,4.5442,0.1821,-0.1758,0.2916
bay leaf + salt + water,17,4.3882,4.4,495.24,8,0.4706,4.5442,0.1821,-0.156,0.2885
milk + self-rising flour + white sugar,15,4.3733,4.4,219.93,7,0.4667,4.5442,0.1821,-0.1709,0.2846
all-purpose flour + milk + unsweetened cocoa powder,28,4.2929,4.4,708.61,13,0.4643,4.5442,0.1821,-0.2513,0.2822
cinnamon + egg + unsalted butter,13,4.3615,4.6,94.54,6,0.4615,4.5442,0.1821,-0.1827,0.2794
14 ounce can sweetened condensed milk + egg + white sugar,13,4.4,4.5,238.38,6,0.4615,4.5442,0.1821,-0.1442,0.2794
baking powder + cake flour + salt,13,4.4077,4.5,71.92,6,0.4615,4.5442,0.1821,-0.1365,0.2794
egg yolk + lemon juice + white sugar,11,4.3636,4.6,46.0,5,0.4545,4.5442,0.1821,-0.1806,0.2724
olive oil + salt and pepper + water,22,4.3773,4.4,381.91,10,0.4545,4.5442,0.1821,-0.1669,0.2724
baking powder + cinnamon + lemon juice,11,4.4091,4.7,468.27,5,0.4545,4.5442,0.1821,-0.1351,0.2724
garlic + onion + stalk celery,11,4.4091,4.4,94.73,5,0.4545,4.5442,0.1821,-0.1351,0.2724
butter + raisin + water,11,4.4273,4.5,134.18,5,0.4545,4.5442,0.1821,-0.1169,0.2724
butter + buttermilk + large egg,11,4.4364,4.6,1017.55,5,0.4545,4.5442,0.1821,-0.1078,0.2724
cream cheese + egg + vanilla extract,11,4.4364,4.5,718.55,5,0.4545,4.5442,0.1821,-0.1078,0.2724
almond extract + egg white + white sugar,11,4.4455,4.6,96.36,5,0.4545,4.5442,0.1821,-0.0987,0.2724
brown sugar + butter + raisin,11,4.4455,4.6,194.55,5,0.4545,4.5442,0.1821,-0.0987,0.2724
olive oil + salt + worcestershire sauce,11,4.4455,4.4,833.27,5,0.4545,4.5442,0.1821,-0.0987,0.2724
cream cheese + egg + white sugar,11,4.4727,4.6,725.45,5,0.4545,4.5442,0.1821,-0.0715,0.2724
onion + salt and pepper + water,29,4.3586,4.4,457.03,13,0.4483,4.5442,0.1821,-0.1856,0.2662
egg + milk + shortening,18,4.2944,4.45,165.17,8,0.4444,4.5442,0.1821,-0.2498,0.2623
milk + unsweetened cocoa powder + white sugar,45,4.32,4.4,618.49,20,0.4444,4.5442,0.1821,-0.2242,0.2623
baking powder + vanilla extract + water,27,4.3444,4.4,162.59,12,0.4444,4.5442,0.1821,-0.1998,0.2623
all-purpose flour + egg + unsweetened cocoa powder,44,4.375,4.5,817.05,19,0.4318,4.5442,0.1821,-0.1692,0.2497
applesauce + cinnamon + white sugar,14,4.2857,4.4,111.71,6,0.4286,4.5442,0.1821,-0.2585,0.2465
cinnamon + honey + nutmeg,14,4.35,4.5,67.43,6,0.4286,4.5442,0.1821,-0.1942,0.2465
baking powder + cream of tartar + white sugar,14,4.3571,4.45,399.57,6,0.4286,4.5442,0.1821,-0.1871,0.2465
milk + salt + unsweetened cocoa powder,35,4.3629,4.4,692.86,15,0.4286,4.5442,0.1821,-0.1813,0.2465
baking powder + cream of tartar + salt,14,4.3786,4.45,389.07,6,0.4286,4.5442,0.1821,-0.1656,0.2465
egg white + milk + white sugar,14,4.4071,4.5,110.86,6,0.4286,4.5442,0.1821,-0.1371,0.2465
egg white + salt + water,14,4.4286,4.5,561.43,6,0.4286,4.5442,0.1821,-0.1156,0.2465
confectioners' sugar + ginger + salt,14,4.4357,4.4,158.57,6,0.4286,4.5442,0.1821,-0.1085,0.2465
cream cheese + salt + white sugar,14,4.4357,4.55,611.43,6,0.4286,4.5442,0.1821,-0.1085,0.2465
all-purpose flour + cream of tartar + egg,19,4.4105,4.4,378.74,8,0.4211,4.5442,0.1821,-0.1337,0.239
butter + milk + unsweetened cocoa powder,31,4.3355,4.4,306.13,13,0.4194,4.5442,0.1821,-0.2087,0.2373
egg + unsweetened cocoa powder + vanilla extract,43,4.3791,4.5,798.14,18,0.4186,4.5442,0.1821,-0.1651,0.2365
applesauce + vanilla extract + white sugar,12,4.3083,4.5,87.08,5,0.4167,4.5442,0.1821,-0.2359,0.2346
olive oil + onion + vegetable broth,12,4.3167,4.45,111.25,5,0.4167,4.5442,0.1821,-0.2275,0.2346
onion + salt and pepper + vegetable oil,12,4.325,4.4,461.17,5,0.4167,4.5442,0.1821,-0.2192,0.2346
all-purpose flour + butter at room temperature + white sugar,12,4.3333,4.5,60.17,5,0.4167,4.5442,0.1821,-0.2109,0.2346
all-purpose flour + cream cheese + egg,12,4.4,4.45,676.58,5,0.4167,4.5442,0.1821,-0.1442,0.2346
baking powder + cream cheese + white sugar,12,4.4083,4.55,737.42,5,0.4167,4.5442,0.1821,-0.1359,0.2346
garlic powder + parmesan cheese + parsley,12,4.4083,4.5,248.25,5,0.4167,4.5442,0.1821,-0.1359,0.2346
olive oil + paprika + parsley,12,4.4083,4.4,254.42,5,0.4167,4.5442,0.1821,-0.1359,0.2346
onion + white sugar + white vinegar,12,4.4083,4.45,434.33,5,0.4167,4.5442,0.1821,-0.1359,0.2346
rolled oat + salt + water,12,4.4167,4.55,122.0,5,0.4167,4.5442,0.1821,-0.1275,0.2346
cilantro + vegetable oil + water,12,4.425,4.4,169.25,5,0.4167,4.5442,0.1821,-0.1192,0.2346
baking powder + cake flour + white sugar,12,4.4333,4.5,89.67,5,0.4167,4.5442,0.1821,-0.1109,0.2346
egg + margarine + milk,12,4.4333,4.5,255.0,5,0.4167,4.5442,0.1821,-0.1109,0.2346
all-purpose flour + salt + salt and pepper,12,4.4417,4.4,176.25,5,0.4167,4.5442,0.1821,-0.1025,0.2346
egg + ginger + pumpkin puree,12,4.4417,4.45,99.75,5,0.4167,4.5442,0.1821,-0.1025,0.2346
baking powder + cinnamon + margarine,12,4.4583,4.55,286.33,5,0.4167,4.5442,0.1821,-0.0859,0.2346
all-purpose flour + baking powder + vegetable oil for frying,12,4.475,4.7,141.58,5,0.4167,4.5442,0.1821,-0.0692,0.2346
honey + rolled oat + vanilla extract,12,4.5167,4.6,252.92,5,0.4167,4.5442,0.1821,-0.0275,0.2346
egg + salt + unsweetened cocoa powder,39,4.3974,4.5,843.18,16,0.4103,4.5442,0.1821,-0.1468,0.2282
baking powder + butter + unsweetened cocoa powder,22,4.3682,4.45,868.86,9,0.4091,4.5442,0.1821,-0.176,0.227
egg + unsweetened cocoa powder + white sugar,49,4.4061,4.5,758.63,20,0.4082,4.5442,0.1821,-0.1381,0.2261
baking powder + egg + unsweetened cocoa powder,27,4.4556,4.5,943.3,11,0.4074,4.5442,0.1821,-0.0886,0.2253
all-purpose flour + margarine + unsweetened cocoa powder,10,4.24,4.45,623.4,4,0.4,4.5442,0.1821,-0.3042,0.2179
cinnamon + olive oil + white sugar,10,4.29,4.45,210.9,4,0.4,4.5442,0.1821,-0.2542,0.2179
egg white + vanilla extract + water,10,4.29,4.4,139.9,4,0.4,4.5442,0.1821,-0.2542,0.2179
egg + garlic powder + onion powder,15,4.32,4.4,420.6,6,0.4,4.5442,0.1821,-0.2242,0.2179
butter at room temperature + salt + white sugar,10,4.34,4.5,61.8,4,0.4,4.5442,0.1821,-0.2042,0.2179
applesauce + cinnamon + egg,10,4.35,4.45,72.6,4,0.4,4.5442,0.1821,-0.1942,0.2179
cheddar cheese + onion + vegetable oil,15,4.3667,4.4,593.13,6,0.4,4.5442,0.1821,-0.1775,0.2179
all-purpose flour + cocoa powder + salt,10,4.37,4.55,859.9,4,0.4,4.5442,0.1821,-0.1742,0.2179
all-purpose flour + cocoa powder + white sugar,10,4.37,4.55,859.9,4,0.4,4.5442,0.1821,-0.1742,0.2179
black pepper + salt + spinach,10,4.37,4.45,141.1,4,0.4,4.5442,0.1821,-0.1742,0.2179
carrot + egg + garlic,10,4.37,4.55,69.4,4,0.4,4.5442,0.1821,-0.1742,0.2179
all-purpose flour + baking powder + olive oil,10,4.38,4.5,94.9,4,0.4,4.5442,0.1821,-0.1642,0.2179
baking soda + brown sugar + unsalted butter,10,4.38,4.5,149.6,4,0.4,4.5442,0.1821,-0.1642,0.2179
unsalted butter + vanilla extract + water,10,4.38,4.5,666.4,4,0.4,4.5442,0.1821,-0.1642,0.2179
egg + margarine + salt,35,4.3857,4.5,361.26,14,0.4,4.5442,0.1821,-0.1585,0.2179
brown sugar + paprika + water,10,4.39,4.5,448.3,4,0.4,4.5442,0.1821,-0.1542,0.2179
confectioners' sugar + egg + lemon juice,10,4.39,4.5,372.1,4,0.4,4.5442,0.1821,-0.1542,0.2179
cream of tartar + egg + vanilla extract,10,4.39,4.4,233.5,4,0.4,4.5442,0.1821,-0.1542,0.2179
distilled white vinegar + onion + salt,10,4.39,4.45,241.5,4,0.4,4.5442,0.1821,-0.1542,0.2179
egg + evaporated milk + salt,15,4.3933,4.6,120.67,6,0.4,4.5442,0.1821,-0.1509,0.2179
cilantro + turmeric + water,10,4.41,4.5,237.4,4,0.4,4.5442,0.1821,-0.1342,0.2179
cinnamon + rolled oat + water,10,4.41,4.5,144.4,4,0.4,4.5442,0.1821,-0.1342,0.2179
dried oregano + garlic powder + white sugar,10,4.41,4.5,458.4,4,0.4,4.5442,0.1821,-0.1342,0.2179
egg + parsley + salt and pepper,10,4.41,4.55,220.6,4,0.4,4.5442,0.1821,-0.1342,0.2179
egg white + egg yolk + milk,10,4.41,4.5,133.5,4,0.4,4.5442,0.1821,-0.1342,0.2179
nutmeg + olive oil + onion,10,4.41,4.4,64.7,4,0.4,4.5442,0.1821,-0.1342,0.2179
onion + tomato paste + water,15,4.42,4.5,171.13,6,0.4,4.5442,0.1821,-0.1242,0.2179
green bell pepper + water + worcestershire sauce,10,4.42,4.45,597.8,4,0.4,4.5442,0.1821,-0.1242,0.2179
cinnamon + margarine + nutmeg,10,4.43,4.55,102.0,4,0.4,4.5442,0.1821,-0.1142,0.2179
confectioners' sugar + ginger + white sugar,10,4.43,4.45,151.6,4,0.4,4.5442,0.1821,-0.1142,0.2179
baking powder + butter + sifted all-purpose flour,10,4.44,4.5,397.2,4,0.4,4.5442,0.1821,-0.1042,0.2179
cayenne pepper + coriander + water,10,4.44,4.45,283.8,4,0.4,4.5442,0.1821,-0.1042,0.2179
onion + tomato + water,10,4.45,4.45,106.1,4,0.4,4.5442,0.1821,-0.0942,0.2179
egg + garlic + salt and pepper,15,4.4533,4.4,393.53,6,0.4,4.5442,0.1821,-0.0909,0.2179
cinnamon + confectioners' sugar + ginger,15,4.46,4.4,154.27,6,0.4,4.5442,0.1821,-0.0842,0.2179
all-purpose flour + boiling water + milk,10,4.46,4.45,901.4,4,0.4,4.5442,0.1821,-0.0842,0.2179
baking powder + egg + onion,10,4.46,4.45,324.8,4,0.4,4.5442,0.1821,-0.0842,0.2179
egg yolk + unsweetened cocoa powder + white sugar,10,4.46,4.5,183.3,4,0.4,4.5442,0.1821,-0.0842,0.2179
cooking spray + garlic powder + parmesan cheese,10,4.47,4.45,33.0,4,0.4,4.5442,0.1821,-0.0742,0.2179
beef + salt + white sugar,10,4.48,4.55,268.1,4,0.4,4.5442,0.1821,-0.0642,0.2179
brown sugar + flaked coconut + vanilla extract,10,4.48,4.6,102.2,4,0.4,4.5442,0.1821,-0.0642,0.2179
egg + lemon extract + salt,10,4.48,4.55,77.4,4,0.4,4.5442,0.1821,-0.0642,0.2179
salt and pepper + stalks celery + water,10,4.48,4.5,290.2,4,0.4,4.5442,0.1821,-0.0642,0.2179
all-purpose flour + vegetable oil + worcestershire sauce,10,4.5,4.45,635.6,4,0.4,4.5442,0.1821,-0.0442,0.2179
all-purpose flour + black pepper + nutmeg,10,4.51,4.55,56.4,4,0.4,4.5442,0.1821,-0.0342,0.2179
chicken broth + garlic + parmesan cheese,10,4.51,4.55,448.3,4,0.4,4.5442,0.1821,-0.0342,0.2179
baking powder + egg + unsalted butter,23,4.4348,4.5,226.61,9,0.3913,4.5442,0.1821,-0.1094,0.2092
baking powder + egg yolk + salt,18,4.3833,4.45,124.39,7,0.3889,4.5442,0.1821,-0.1609,0.2068
beef + paprika + salt,13,4.3615,4.4,151.69,5,0.3846,4.5442,0.1821,-0.1827,0.2025
almond extract + cinnamon + white sugar,13,4.4077,4.5,55.62,5,0.3846,4.5442,0.1821,-0.1365,0.2025
butter + milk + self-rising flour,13,4.4077,4.4,163.77,5,0.3846,4.5442,0.1821,-0.1365,0.2025
egg + lemon extract + vanilla extract,13,4.4077,4.5,87.31,5,0.3846,4.5442,0.1821,-0.1365,0.2025
egg + unsweetened cocoa powder + walnut,13,4.4077,4.5,427.69,5,0.3846,4.5442,0.1821,-0.1365,0.2025
green onion + onion + water,13,4.4154,4.6,152.15,5,0.3846,4.5442,0.1821,-0.1288,0.2025
black pepper + red pepper flake + water,13,4.4231,4.5,212.31,5,0.3846,4.5442,0.1821,-0.1211,0.2025
all-purpose flour + confectioners' sugar + ginger,13,4.4308,4.4,170.46,5,0.3846,4.5442,0.1821,-0.1134,0.2025
peanut butter + semisweet chocolate chip + vanilla extract,13,4.4385,4.5,383.62,5,0.3846,4.5442,0.1821,-0.1057,0.2025
salt + tomato + water,13,4.4385,4.4,242.23,5,0.3846,4.5442,0.1821,-0.1057,0.2025
baking powder + large egg + water,13,4.4462,4.6,263.62,5,0.3846,4.5442,0.1821,-0.098,0.2025
chocolate chip + vanilla extract + white sugar,13,4.4462,4.6,79.23,5,0.3846,4.5442,0.1821,-0.098,0.2025
all-purpose flour + confectioners' sugar for dusting + egg,13,4.4538,4.5,221.23,5,0.3846,4.5442,0.1821,-0.0904,0.2025
butter + cream cheese + egg,13,4.4615,4.5,616.92,5,0.3846,4.5442,0.1821,-0.0827,0.2025
lime juice + salt + white sugar,13,4.4692,4.4,54.15,5,0.3846,4.5442,0.1821,-0.075,0.2025
all-purpose flour + cream cheese + salt,13,4.4769,4.6,643.62,5,0.3846,4.5442,0.1821,-0.0673,0.2025
rolled oat + salt + whole wheat flour,13,4.4769,4.6,105.15,5,0.3846,4.5442,0.1821,-0.0673,0.2025
black pepper + garlic + nutmeg,13,4.4923,4.5,107.92,5,0.3846,4.5442,0.1821,-0.0519,0.2025
all-purpose flour + clove + confectioners' sugar,13,4.5077,4.6,491.15,5,0.3846,4.5442,0.1821,-0.0365,0.2025
cinnamon + clove + confectioners' sugar,13,4.5077,4.6,490.92,5,0.3846,4.5442,0.1821,-0.0365,0.2025
egg + shortening + vanilla extract,42,4.3595,4.5,212.81,16,0.381,4.5442,0.1821,-0.1847,0.1989
all-purpose flour + lemon juice + milk,21,4.419,4.6,313.95,8,0.381,4.5442,0.1821,-0.1252,0.1989
lemon juice + milk + salt,21,4.4429,4.6,441.43,8,0.381,4.5442,0.1821,-0.1013,0.1989
brown sugar + pecan + white sugar,21,4.4619,4.7,421.76,8,0.381,4.5442,0.1821,-0.0823,0.1989
milk + shortening + vanilla extract,29,4.3724,4.5,276.86,11,0.3793,4.5442,0.1821,-0.1718,0.1972
all-purpose flour + shortening + water,29,4.4345,4.5,166.17,11,0.3793,4.5442,0.1821,-0.1097,0.1972
onion + uncooked white rice + water,16,4.3125,4.4,443.0,6,0.375,4.5442,0.1821,-0.2317,0.1929
all-purpose flour + egg yolk + milk,16,4.3688,4.5,234.62,6,0.375,4.5442,0.1821,-0.1754,0.1929
all-purpose flour + unsweetened cocoa powder + walnut,16,4.4188,4.5,583.44,6,0.375,4.5442,0.1821,-0.1254,0.1929
brown sugar + ketchup + salt,24,4.4625,4.55,387.04,9,0.375,4.5442,0.1821,-0.0817,0.1929
cream cheese + vanilla extract + white sugar,16,4.4625,4.6,607.75,6,0.375,4.5442,0.1821,-0.0817,0.1929
egg + molasse + salt,16,4.4625,4.5,181.0,6,0.375,4.5442,0.1821,-0.0817,0.1929
cream cheese + egg + salt,16,4.4875,4.55,517.62,6,0.375,4.5442,0.1821,-0.0567,0.1929
olive oil + onion + worcestershire sauce,16,4.4875,4.45,322.56,6,0.375,4.5442,0.1821,-0.0567,0.1929
cumin + medium onion + salt,16,4.5,4.6,379.88,6,0.375,4.5442,0.1821,-0.0442,0.1929
cream cheese + salt + vanilla extract,16,4.5062,4.65,569.5,6,0.375,4.5442,0.1821,-0.038,0.1929
garlic + ginger root + water,19,4.4105,4.6,462.47,7,0.3684,4.5442,0.1821,-0.1337,0.1863
all-purpose flour + milk + shortening,38,4.4289,4.45,380.82,14,0.3684,4.5442,0.1821,-0.1153,0.1863
brown sugar + large egg + white sugar,19,4.4421,4.5,261.63,7,0.3684,4.5442,0.1821,-0.1021,0.1863
all-purpose flour + onion + worcestershire sauce,19,4.5,4.5,295.63,7,0.3684,4.5442,0.1821,-0.0442,0.1863
egg + unsalted butter + vanilla extract,30,4.4467,4.6,568.47,11,0.3667,4.5442,0.1821,-0.0975,0.1846
butter + egg + peanut butter,11,4.3,4.6,786.64,4,0.3636,4.5442,0.1821,-0.2442,0.1815
honey + soy sauce + water,11,4.3636,4.4,366.64,4,0.3636,4.5442,0.1821,-0.1806,0.1815
all-purpose flour + butter at room temperature + salt,11,4.3818,4.5,61.82,4,0.3636,4.5442,0.1821,-0.1624,0.1815
black pepper + dry mustard + onion,11,4.3909,4.5,373.0,4,0.3636,4.5442,0.1821,-0.1533,0.1815
all-purpose flour + egg + lemon extract,11,4.4,4.5,97.09,4,0.3636,4.5442,0.1821,-0.1442,0.1815
applesauce + baking soda + egg,11,4.4,4.5,131.82,4,0.3636,4.5442,0.1821,-0.1442,0.1815
egg + egg yolk + vanilla extract,11,4.4,4.4,1361.09,4,0.3636,4.5442,0.1821,-0.1442,0.1815
all-purpose flour + baking powder + cream of tartar,11,4.4091,4.5,518.09,4,0.3636,4.5442,0.1821,-0.1351,0.1815
all-purpose flour + parsley + salt and pepper,11,4.4091,4.5,248.09,4,0.3636,4.5442,0.1821,-0.1351,0.1815
beef + egg + water,11,4.4091,4.4,613.82,4,0.3636,4.5442,0.1821,-0.1351,0.1815
chocolate chip + egg + vanilla extract,11,4.4091,4.5,72.91,4,0.3636,4.5442,0.1821,-0.1351,0.1815
milk + shortening + white sugar,33,4.4182,4.5,371.97,12,0.3636,4.5442,0.1821,-0.126,0.1815
black pepper + egg + paprika,11,4.4273,4.6,489.55,4,0.3636,4.5442,0.1821,-0.1169,0.1815
baking powder + cheddar cheese + salt,11,4.4364,4.5,342.18,4,0.3636,4.5442,0.1821,-0.1078,0.1815
butter + confectioners' sugar + semisweet chocolate chip,11,4.4364,4.5,155.27,4,0.3636,4.5442,0.1821,-0.1078,0.1815
clove + ginger + pumpkin puree,11,4.4364,4.4,111.0,4,0.3636,4.5442,0.1821,-0.1078,0.1815
egg + pumpkin puree + vanilla extract,11,4.4364,4.5,87.82,4,0.3636,4.5442,0.1821,-0.1078,0.1815
all-purpose flour + egg + evaporated milk,11,4.4455,4.4,111.45,4,0.3636,4.5442,0.1821,-0.0987,0.1815
all-purpose flour + margarine + water,11,4.4455,4.5,944.0,4,0.3636,4.5442,0.1821,-0.0987,0.1815
allspice + butter + ginger,11,4.4455,4.5,241.55,4,0.3636,4.5442,0.1821,-0.0987,0.1815
nutmeg + pumpkin puree + vanilla extract,11,4.4455,4.6,129.18,4,0.3636,4.5442,0.1821,-0.0987,0.1815
onion + red pepper flake + water,11,4.4455,4.6,402.91,4,0.3636,4.5442,0.1821,-0.0987,0.1815
all-purpose flour + olive oil + paprika,11,4.4545,4.5,132.64,4,0.3636,4.5442,0.1821,-0.0897,0.1815
butter + milk + sharp cheddar cheese,11,4.4545,4.5,361.36,4,0.3636,4.5442,0.1821,-0.0897,0.1815
dried basil + olive oil + water,11,4.4545,4.5,670.09,4,0.3636,4.5442,0.1821,-0.0897,0.1815
milk + salt + sharp cheddar cheese,11,4.4545,4.5,398.0,4,0.3636,4.5442,0.1821,-0.0897,0.1815
egg + salt + unsalted butter,33,4.4576,4.6,523.94,12,0.3636,4.5442,0.1821,-0.0866,0.1815
dijon mustard + onion + salt,11,4.4636,4.6,85.0,4,0.3636,4.5442,0.1821,-0.0806,0.1815
all-purpose flour + evaporated milk + salt,11,4.4818,4.4,108.36,4,0.3636,4.5442,0.1821,-0.0624,0.1815
baking powder + salt + strawberry,11,4.4818,4.5,199.73,4,0.3636,4.5442,0.1821,-0.0624,0.1815
confectioners' sugar + cream cheese + white sugar,11,4.4818,4.6,807.0,4,0.3636,4.5442,0.1821,-0.0624,0.1815
black pepper + brown sugar + egg,11,4.4909,4.6,578.55,4,0.3636,4.5442,0.1821,-0.0533,0.1815
all-purpose flour + small onion + water,11,4.5182,4.7,303.0,4,0.3636,4.5442,0.1821,-0.026,0.1815
dried thyme + garlic + worcestershire sauce,11,4.5182,4.5,99.45,4,0.3636,4.5442,0.1821,-0.026,0.1815
lemon juice + milk + white sugar,25,4.42,4.6,225.48,9,0.36,4.5442,0.1821,-0.1242,0.1779
all-purpose flour + butter + unsweetened cocoa powder,39,4.3923,4.5,741.59,14,0.359,4.5442,0.1821,-0.1519,0.1769
butter + unsweetened cocoa powder + white sugar,53,4.383,4.5,623.15,19,0.3585,4.5442,0.1821,-0.1612,0.1764
applesauce + baking soda + cinnamon,14,4.3143,4.45,128.71,5,0.3571,4.5442,0.1821,-0.2299,0.175
egg + evaporated milk + white sugar,14,4.3857,4.45,86.43,5,0.3571,4.5442,0.1821,-0.1585,0.175
black pepper + dried parsley + egg,14,4.3929,4.55,429.43,5,0.3571,4.5442,0.1821,-0.1513,0.175
garlic + mushroom + vegetable oil,14,4.3929,4.4,359.14,5,0.3571,4.5442,0.1821,-0.1513,0.175
butter + milk + pecan,14,4.4071,4.45,156.71,5,0.3571,4.5442,0.1821,-0.1371,0.175
cornstarch + olive oil + water,14,4.4071,4.5,287.36,5,0.3571,4.5442,0.1821,-0.1371,0.175
baking powder + packed brown sugar + semisweet chocolate chip,14,4.4143,4.5,416.43,5,0.3571,4.5442,0.1821,-0.1299,0.175
all-purpose flour + lemon juice + vegetable oil,14,4.4214,4.65,174.21,5,0.3571,4.5442,0.1821,-0.1228,0.175
black pepper + cayenne pepper + egg,14,4.4214,4.6,178.79,5,0.3571,4.5442,0.1821,-0.1228,0.175
cocoa powder + salt + white sugar,14,4.4214,4.55,692.71,5,0.3571,4.5442,0.1821,-0.1228,0.175
baking powder + cinnamon + water,28,4.4429,4.55,504.57,10,0.3571,4.5442,0.1821,-0.1013,0.175
all-purpose flour + rolled oat + water,14,4.4429,4.55,162.93,5,0.3571,4.5442,0.1821,-0.1013,0.175
baking powder + milk + shortening,28,4.4464,4.5,421.14,10,0.3571,4.5442,0.1821,-0.0978,0.175
garlic + nutmeg + olive oil,14,4.45,4.5,89.86,5,0.3571,4.5442,0.1821,-0.0942,0.175
baking powder + butter + egg yolk,14,4.4786,4.6,163.21,5,0.3571,4.5442,0.1821,-0.0656,0.175
baking powder + milk + water,14,4.4786,4.5,119.14,5,0.3571,4.5442,0.1821,-0.0656,0.175
brown sugar + lemon juice + salt,14,4.4786,4.7,467.0,5,0.3571,4.5442,0.1821,-0.0656,0.175
butter + salt and pepper + water,14,4.4786,4.45,416.29,5,0.3571,4.5442,0.1821,-0.0656,0.175
lemon juice + onion + water,14,4.4786,4.45,194.21,5,0.3571,4.5442,0.1821,-0.0656,0.175
butter + olive oil + water,17,4.4059,4.4,128.29,6,0.3529,4.5442,0.1821,-0.1383,0.1708
garlic + olive oil + vegetable broth,17,4.4059,4.4,67.76,6,0.3529,4.5442,0.1821,-0.1383,0.1708
egg + ketchup + salt,17,4.4118,4.5,452.76,6,0.3529,4.5442,0.1821,-0.1324,0.1708
all-purpose flour + confectioners' sugar + unsweetened cocoa powder,17,4.4176,4.5,1495.29,6,0.3529,4.5442,0.1821,-0.1266,0.1708
brown sugar + egg + water,17,4.4588,4.6,361.76,6,0.3529,4.5442,0.1821,-0.0854,0.1708
garlic + ginger root + vegetable oil,17,4.4588,4.5,383.59,6,0.3529,4.5442,0.1821,-0.0854,0.1708
boiling water + salt + vanilla extract,17,4.4706,4.6,598.94,6,0.3529,4.5442,0.1821,-0.0736,0.1708
evaporated milk + salt + white sugar,17,4.4824,4.6,251.59,6,0.3529,4.5442,0.1821,-0.0618,0.1708
garlic + nutmeg + salt,17,4.5176,4.6,169.41,6,0.3529,4.5442,0.1821,-0.0266,0.1708
milk + onion + salt and pepper,20,4.415,4.5,706.65,7,0.35,4.5442,0.1821,-0.1292,0.1679
baking soda + brown sugar + milk,20,4.44,4.6,304.6,7,0.35,4.5442,0.1821,-0.1042,0.1679
